href,2021-01-01,2021-01-02
1170572,19.95,19.95
1170575,19.95,19.95
1097269,159.0,159.0
1107745,84.95,84.95
589710,99.95,99.95
1175297,24.99,24.99
1185719,59.95,59.95
1088121,66.4,66.4
1116845,70.0,70.0
1196611,29.99,29.99
1142332,14.99,14.99
1127205,44.97,44.97
1157347,36.0,36.0
1153347,29.98,29.98
1152950,75.0,75.0
1127207,29.97,29.97
1143626,59.95,59.95
1137962,54.95,54.95
1174258,27.48,27.48
1092351,79.95,79.95
1170576,19.95,19.95
1204140,69.95,69.95
1147181,17.99,17.99
1185718,59.95,59.95
1212453,79.95,79.95
1156604,120.0,120.0
1090662,12.49,12.49
1133818,160.0,160.0
1170876,79.95,79.95
1112558,39.99,39.99
1103095,34.99,34.99
1125203,64.95,64.95
1159543,27.48,27.48
1094747,44.95,44.95
1108386,65.4,65.4
1127502,60.0,60.0
1130397,69.97,69.97
1157328,39.0,39.0
664877,59.95,59.95
1174611,94.95,94.95
1170874,84.95,84.95
1143627,59.95,59.95
1098848,39.99,39.99
1098779,30.0,30.0
1127206,44.97,44.97
1130396,47.97,47.97
1147182,20.99,20.99
1088119,66.4,66.4
1109217,84.95,84.95
1088369,66.4,66.4
1098780,19.5,19.5
1167178,99.0,99.0
1123976,34.99,34.99
1202682,49.95,49.95
1214292,99.99,99.99
1083659,64.95,64.95
1212514,149.0,149.0
1134309,64.95,64.95
1126489,23.4,23.4
1113943,89.5,89.5
1088426,60.0,60.0
1112559,23.99,23.99
1180087,79.0,79.0
1157338,45.0,45.0
628049,54.9,54.9
1157346,28.0,28.0
1198980,69.95,69.95
589686,139.95,139.95
1172126,109.95,109.95
1143625,59.95,59.95
1196612,29.99,29.99
1137039,59.99,59.99
1098849,27.3,27.3
658083,59.95,59.95
1170325,34.96,34.96
1157352,52.5,52.5
1207489,39.95,39.95
1157325,48.0,48.0
1136928,79.95,79.95
1140460,35.98,35.98
1136460,49.99,49.99
1121401,28.0,28.0
1207498,59.95,59.95
1175313,24.99,24.99
1168660,119.95,119.95
1207492,59.95,59.95
1152947,75.0,75.0
1166944,79.95,79.95
1093099,39.99,39.99
1160533,44.98,44.98
1192852,59.99,59.99
1202683,39.95,39.95
1154346,20.0,20.0
1174268,27.48,27.48
1209786,69.95,69.95
1156534,150.0,150.0
1136993,59.99,59.99
1153602,79.95,79.95
1134734,99.0,99.0
1162774,20.99,20.99
1153519,74.95,74.95
1133722,105.0,105.0
1109218,84.95,84.95
1088421,89.9,89.9
1139590,59.95,59.95
1173881,49.95,49.95
1168659,119.95,119.95
1134738,89.0,89.0
1133727,65.4,65.4
1204141,59.95,59.95
1149481,34.95,34.95
1104325,49.95,49.95
1098720,23.4,23.4
1170326,49.95,49.95
1104265,89.95,89.95
1142723,119.0,119.0
1203575,139.95,139.95
1126223,59.95,59.95
1214637,49.95,49.95
1175139,79.95,79.95
1101922,23.4,23.4
1157302,59.5,59.5
1157348,30.0,30.0
1157327,45.5,45.5
1111384,79.95,79.95
1152952,75.0,75.0
1207500,69.95,69.95
1113998,49.95,49.95
1096359,30.0,30.0
1154333,20.0,20.0
589685,139.95,139.95
1174366,39.95,39.95
1102309,41.97,41.97
1198625,99.95,99.95
1154337,20.0,20.0
1153484,74.95,74.95
1140038,74.95,74.95
1133726,65.4,65.4
1098778,19.5,19.5
812591,129.0,129.0
1133082,101.4,101.4
1212515,149.0,149.0
1136996,30.0,30.0
1189731,34.0,34.0
1142262,29.99,29.99
1187001,24.99,24.99
1157324,56.0,56.0
1186994,29.99,29.99
1123974,34.99,34.99
589680,73.75,73.75
1152948,75.0,75.0
1202681,69.95,69.95
1126493,15.6,15.6
1159544,34.98,34.98
1172127,89.95,89.95
1154334,29.99,29.99
1154336,20.0,20.0
1139929,89.4,89.4
1088428,59.9,59.9
1137000,23.4,23.4
1185717,59.95,59.95
1170875,84.95,84.95
1175142,74.95,74.95
589669,89.95,89.95
1142068,24.47,24.47
1218746,54.95,54.95
1016736,99.0,99.0
1104649,28.0,28.0
1088429,59.9,59.9
1135020,150.0,150.0
1142065,26.97,26.97
1207350,29.95,29.95
1207494,49.95,49.95
1151877,47.95,47.95
1095769,29.95,29.95
1088150,63.0,63.0
1102544,32.97,32.97
1133580,59.95,59.95
1101921,19.5,19.5
1157342,36.0,36.0
1133731,83.4,83.4
1168324,119.95,119.95
1170313,29.95,29.95
749744,54.9,54.9
1132646,47.4,47.4
1162085,140.0,140.0
1109213,94.95,94.95
1204701,69.95,69.95
1123966,39.99,39.99
1172154,89.95,89.95
887417,65.0,65.0
1137151,74.95,74.95
1202669,59.95,59.95
1109219,84.95,84.95
1157330,26.0,26.0
1142265,49.99,49.99
1152951,75.0,75.0
1157329,39.0,39.0
1031828,110.0,110.0
1142067,24.47,24.47
1098856,23.4,23.4
1189873,34.0,34.0
1157321,59.5,59.5
1157336,45.0,45.0
1142081,35.97,35.97
1115962,19.5,19.5
1130731,24.49,24.49
1134526,99.95,99.95
1117333,94.95,94.95
1156063,24.0,24.0
1126494,15.6,15.6
1137156,74.95,74.95
1126492,20.0,20.0
1144465,49.98,49.98
1088401,69.9,69.9
1122665,41.99,41.99
1123975,34.99,34.99
1154347,20.0,20.0
1111388,84.95,84.95
1169035,24.0,24.0
1122666,29.99,29.99
1109210,94.95,94.95
1104648,69.99,69.99
1102545,26.97,26.97
1177861,89.95,89.95
1136360,20.99,20.99
1122663,29.99,29.99
1098676,59.99,59.99
1126488,39.99,39.99
1122662,29.99,29.99
1165462,20.97,20.97
1147180,20.99,20.99
1137165,249.0,249.0
1121736,159.2,159.2
1121734,183.2,183.2
1083200,60.0,60.0
1162413,119.0,119.0
1163449,179.0,179.0
1209246,135.2,135.2
1133570,40.0,40.0
1121371,109.95,109.95
1167453,49.95,49.95
1161512,50.0,50.0
1138490,69.0,69.0
1133549,90.0,90.0
1158880,59.0,59.0
1153956,49.99,49.99
1114270,19.99,19.99
1172717,119.0,119.0
1138491,79.0,79.0
1154013,59.99,59.99
1172718,119.0,119.0
1182361,69.95,69.95
1133539,90.0,90.0
1114271,19.99,19.99
1182354,59.95,59.95
1132956,350.0,350.0
1176403,59.95,59.95
1130049,49.99,49.99
1163452,189.0,189.0
1176491,120.0,120.0
1154022,59.99,59.99
1185963,50.0,50.0
1138489,69.0,69.0
1107983,99.95,99.95
1197682,129.95,129.95
1136440,49.99,49.99
1133530,80.0,80.0
1104378,69.95,69.95
1149132,119.0,119.0
1176438,59.95,59.95
1135014,99.95,99.95
1203177,179.95,179.95
1156280,129.0,129.0
1108575,179.0,179.0
1132937,250.0,250.0
1163455,189.0,189.0
1162335,60.0,60.0
1154771,119.0,119.0
1153983,59.99,59.99
1184495,49.99,49.99
1185967,50.0,50.0
1133531,70.0,70.0
1183608,79.95,79.95
1130039,79.99,79.99
1114269,19.99,19.99
1154617,59.99,59.99
1153995,59.99,59.99
1176402,59.95,59.95
1128495,79.0,79.0
1156591,49.99,49.99
1173939,199.0,199.0
1138487,89.0,89.0
1153980,59.99,59.99
1213820,79.95,79.95
1153960,69.99,69.99
1205591,89.95,89.95
1105595,70.0,70.0
1104379,69.95,69.95
1162314,45.0,45.0
1203754,89.95,89.95
1130047,49.99,49.99
1138488,89.0,89.0
1133538,120.0,120.0
1162412,119.0,119.0
1173381,99.95,99.95
1162294,65.0,65.0
1154046,59.99,59.99
1136441,49.99,49.99
1209272,69.95,69.95
1153920,59.99,59.99
1212149,129.95,129.95
1206108,79.95,79.95
1133537,80.0,80.0
1203215,189.95,189.95
1176437,59.95,59.95
1156597,47.99,47.99
1154616,59.99,59.99
1203108,159.95,159.95
1138492,79.0,79.0
1156598,47.99,47.99
1146757,169.0,169.0
1126528,99.95,99.95
1148408,79.99,79.99
1208930,79.0,79.0
1176418,79.95,79.95
1159962,150.0,150.0
1195058,99.95,99.95
1214159,129.0,129.0
1133529,90.0,90.0
1214217,159.2,159.2
1203563,129.95,129.95
1132944,280.0,280.0
1153968,49.99,49.99
1150337,69.99,69.99
1150335,31.2,31.2
1196417,40.0,40.0
1172707,139.0,139.0
1130046,49.99,49.99
1209201,99.95,99.95
1201992,129.95,129.95
1156583,79.99,79.99
1205997,119.95,119.95
1148407,79.99,79.99
1167372,59.99,59.99
1132128,39.99,39.99
1072564,280.0,280.0
1212538,109.95,109.95
1203566,69.95,69.95
1136631,79.99,79.99
1206867,129.95,129.95
1208931,109.0,109.0
1132945,230.0,230.0
1150185,69.99,69.99
1203567,69.95,69.95
1213248,99.99,99.99
1212146,139.95,139.95
1202625,179.95,179.95
1158879,59.0,59.0
1135338,47.99,47.99
1146755,149.0,149.0
1105593,75.0,75.0
1153964,49.99,49.99
1208398,119.95,119.95
1138129,59.95,59.95
1184977,135.2,135.2
1202489,149.95,149.95
1206911,129.95,129.95
1206907,129.95,129.95
1217298,179.95,179.95
1217964,79.2,79.2
1138543,49.99,49.99
1209091,109.95,109.95
1201611,99.95,99.95
1013559,174.9,174.9
1150191,69.99,69.99
1215260,169.95,169.95
1154728,79.99,79.99
1104375,59.95,59.95
1150213,89.99,89.99
1197684,119.95,119.95
1217201,89.95,89.95
1150210,89.99,89.99
1167452,49.95,49.95
1132637,79.0,79.0
1166939,99.99,99.99
1155061,89.0,89.0
1150214,89.99,89.99
1182325,69.95,69.95
1027980,129.95,129.95
1203757,129.95,129.95
1132933,200.0,200.0
1185965,50.0,50.0
1172719,129.0,129.0
1132125,59.99,59.99
1161504,60.0,60.0
1105597,65.0,65.0
1209636,129.95,129.95
1214161,129.0,129.0
1202532,149.95,149.95
1203759,139.95,139.95
1154705,41.99,41.99
1161522,90.0,90.0
1209247,135.2,135.2
1105689,70.0,70.0
1182301,54.95,54.95
1154769,79.0,79.0
1155257,59.99,59.99
1156586,69.99,69.99
1208403,119.95,119.95
1136630,79.99,79.99
1209249,183.2,183.2
1175057,89.99,89.99
1148506,24.95,24.95
1139324,99.95,99.95
1142487,79.99,79.99
1161521,90.0,90.0
1218724,139.95,139.95
1150338,69.99,69.99
1205184,183.2,183.2
1156587,41.99,41.99
1203978,69.95,69.95
1182322,74.95,74.95
1161497,80.0,80.0
1182348,129.95,129.95
1206004,139.95,139.95
1214896,149.95,149.95
1167456,49.95,49.95
1209253,151.2,151.2
1154015,69.99,69.99
1184225,89.99,89.99
1213813,99.95,99.95
1215438,595.0,595.0
1105633,40.0,40.0
1205147,129.99,129.99
1213723,129.95,129.95
1147428,499.0,499.0
1139344,89.95,89.95
1154727,79.99,79.99
1213734,289.0,289.0
1128480,79.0,79.0
1148741,200.0,200.0
1153965,49.99,49.99
1203183,179.95,179.95
1154007,59.99,59.99
1209687,289.0,289.0
1213821,79.95,79.95
1213807,69.95,69.95
1156582,69.99,69.99
1153923,69.99,69.99
1192093,29.99,29.99
1217307,239.0,239.0
1212142,59.95,59.95
1172209,70.0,70.0
1209260,103.2,103.2
1153827,95.95,95.95
1182319,59.95,59.95
1162279,60.0,60.0
1114268,19.99,19.99
1197232,250.0,250.0
1148126,89.99,89.99
1208400,119.95,119.95
1205327,49.99,49.99
1105708,50.0,50.0
1152959,90.0,90.0
1133663,245.0,245.0
1181314,130.0,130.0
1154025,59.99,59.99
1156595,39.99,39.99
1216185,119.99,-1.0
1214875,179.99,179.99
1204826,19.99,19.99
1204629,79.99,79.99
1133568,30.0,30.0
1203489,119.95,119.95
1200816,199.95,199.95
1132935,140.0,140.0
1136415,69.99,69.99
1083214,80.0,80.0
1182304,49.95,49.95
1154010,49.99,49.99
1215644,169.0,169.0
1128481,79.0,79.0
1124360,139.95,139.95
1205325,34.99,34.99
1121902,130.0,130.0
1216538,59.99,59.99
1205590,109.95,109.95
1182341,69.95,69.95
1150204,79.99,79.99
1202390,79.95,79.95
1154052,49.99,49.99
1154702,69.99,69.99
1154741,53.99,53.99
1126529,99.95,99.95
941775,110.0,110.0
895660,90.0,90.0
991310,199.2,199.2
732036,59.99,59.99
1131101,110.0,110.0
895659,90.0,90.0
895661,90.0,90.0
1130248,79.99,79.99
1175218,139.0,139.0
1098656,119.0,119.0
1060446,79.99,79.99
1140753,59.97,59.97
1113117,39.99,39.99
736386,59.99,59.99
790698,79.99,79.99
1096601,79.99,79.99
886102,99.0,99.0
1140755,49.98,49.98
1123942,119.0,119.0
911063,119.0,119.0
891878,69.99,69.99
1116262,20.99,20.99
1060447,79.99,79.99
1133377,89.95,89.95
838046,129.95,129.95
685310,183.2,183.2
1121576,119.0,119.0
1127727,89.95,89.95
1116254,20.99,20.99
1178764,100.0,100.0
757024,49.95,49.95
1096233,47.99,47.99
1096232,79.99,79.99
1030485,100.0,100.0
825863,71.99,71.99
1080174,79.99,79.99
1136284,89.99,89.99
1113114,39.99,39.99
1132140,49.99,49.99
1130233,35.98,35.98
1113115,23.99,23.99
1175212,139.0,139.0
927290,69.99,69.99
1132511,69.99,69.99
1098673,69.99,69.99
1112801,99.0,99.0
1144455,89.95,89.95
1119697,199.2,199.2
1132380,59.99,59.99
1153957,34.99,34.99
410288,48.96,48.96
1182407,39.98,39.98
1103057,169.95,169.95
1090765,19.99,19.99
966901,80.0,80.0
1196499,99.95,99.95
897772,99.95,99.95
1127730,89.95,89.95
1133443,89.99,89.99
1116202,69.99,69.99
1133522,79.95,79.95
1113116,39.99,39.99
685313,183.2,183.2
1127619,89.95,89.95
1119635,159.0,159.0
1073055,69.99,69.99
1132383,23.4,23.4
1112800,119.0,119.0
1128753,129.0,129.0
1142264,69.99,69.99
1169451,44.98,44.98
1148989,79.95,79.95
1156281,119.0,119.0
478453,74.95,74.95
1183081,44.98,44.98
1127842,89.95,89.95
1129546,71.4,71.4
1133442,89.99,89.99
693106,179.95,179.95
1132517,69.99,69.99
1132528,39.99,39.99
1098650,99.0,99.0
825574,59.95,59.95
1132139,39.99,39.99
790704,89.99,89.99
1070266,79.99,79.99
846619,99.99,99.99
1098653,119.0,119.0
1121575,71.4,71.4
1140752,49.98,49.98
1064702,89.95,89.95
1132419,69.99,69.99
696261,159.2,159.2
998503,39.99,39.99
1132291,69.99,69.99
1156961,39.98,39.98
1147267,47.99,47.99
732032,39.99,39.99
1177670,99.95,99.95
696263,159.2,159.2
1142256,69.99,69.99
1098649,99.0,99.0
905684,135.99,135.99
693110,159.95,159.95
1153442,44.98,44.98
1156928,44.98,44.98
1060034,89.0,89.0
1146269,139.0,139.0
1192158,69.99,69.99
1137274,119.0,119.0
1132529,69.99,69.99
1142272,47.99,47.99
1098657,119.0,119.0
813641,89.99,89.99
1091697,77.4,77.4
1142260,69.99,69.99
1153944,41.99,41.99
1132522,69.99,69.99
1169878,119.95,119.95
1169661,39.99,39.99
1136430,69.99,69.99
1146402,17.97,17.97
1126333,79.95,79.95
1075656,119.95,119.95
1183565,99.95,99.95
1129548,119.0,119.0
1142268,28.0,28.0
1147268,39.99,39.99
1116225,79.99,79.99
1196502,89.95,89.95
1177669,99.95,99.95
1153949,69.99,69.99
1153943,27.3,27.3
1179456,44.98,44.98
1158811,139.0,139.0
1157888,20.99,20.99
1171586,55.99,55.99
1100161,80.0,80.0
1182356,89.95,89.95
1156239,99.0,99.0
1206083,99.95,99.95
1185695,109.0,109.0
1183075,44.98,44.98
1156963,44.98,44.98
1136229,149.0,149.0
1146401,17.97,17.97
1075923,79.95,79.95
876572,99.95,99.95
1116201,69.99,69.99
1060035,69.0,69.0
1112799,119.0,119.0
1127753,89.95,89.95
825575,59.95,59.95
847753,89.99,89.99
1132526,39.99,39.99
1146758,219.0,219.0
1140754,59.97,59.97
836273,199.2,199.2
1105697,75.0,75.0
1133532,90.0,90.0
1119646,159.0,159.0
535377,74.95,74.95
1116512,69.99,69.99
905675,143.99,143.99
1116093,39.99,39.99
1148128,79.99,79.99
1139358,109.95,109.95
1209200,99.95,99.95
1211442,87.2,87.2
1119634,199.2,199.2
1209254,151.2,151.2
1148069,132.3,132.3
1053885,65.97,65.97
1155545,47.99,47.99
1116092,47.99,47.99
1125926,79.99,79.99
1182644,59.95,59.95
1132316,47.99,47.99
1081670,119.95,-1.0
1152490,120.0,120.0
1153955,69.99,69.99
1081266,179.95,179.95
1196785,89.99,89.99
1183564,99.95,99.95
1098652,119.0,119.0
862609,199.2,199.2
1158703,429.0,429.0
1172250,110.0,110.0
1161487,70.0,70.0
1076891,143.99,143.99
1178210,54.98,54.98
1132292,69.99,69.99
1130337,45.0,45.0
1142298,30.0,30.0
791339,64.95,64.95
1148195,149.99,149.99
1149423,69.99,69.99
1064914,129.0,129.0
1197184,89.99,89.99
997551,89.99,89.99
1140315,89.99,89.99
1098675,69.99,69.99
563212,69.95,69.95
949623,89.99,89.99
1147265,79.99,79.99
1084294,179.95,179.95
1151369,27.99,27.99
1048889,49.95,49.95
1181270,69.95,69.95
1105684,90.0,90.0
1202597,129.95,129.95
1202477,149.95,149.95
1143564,130.0,130.0
1131142,100.0,100.0
1164027,39.99,39.99
1153945,27.3,27.3
1201422,89.95,89.95
641063,50.0,50.0
1090040,79.0,79.0
1170323,34.96,34.96
1127611,89.95,89.95
1156269,119.0,119.0
1198262,79.99,79.99
1138887,119.0,119.0
910643,89.99,89.99
1084159,89.99,89.99
789945,99.95,99.95
790523,89.99,89.99
1117580,47.99,47.99
1116198,35.99,35.99
1132535,79.99,79.99
1138891,139.0,139.0
1001827,190.0,190.0
965029,79.95,79.95
1217974,79.2,79.2
1132117,39.99,39.99
775711,87.5,87.5
1142825,17.99,17.99
1151148,29.99,29.99
1134776,53.97,53.97
1213249,79.99,79.99
1146660,119.99,119.99
1198264,79.99,79.99
1119650,149.0,149.0
1130336,53.99,53.99
1123950,42.49,42.49
1100196,80.0,80.0
1184992,59.99,59.99
1139265,119.0,119.0
1163101,79.95,79.95
828718,69.99,69.99
1139928,77.4,77.4
1114201,79.0,79.0
1153967,59.99,59.99
910653,89.99,89.99
1153369,35.98,35.98
1162065,99.0,99.0
922253,135.99,135.99
1140820,99.95,99.95
1138073,69.97,69.97
1146400,17.97,17.97
1152421,62.96,62.96
1134499,159.0,159.0
1138472,42.0,42.0
1085638,109.0,109.0
1201278,89.0,89.0
1134947,109.95,-1.0
1132119,59.99,59.99
835287,89.95,89.95
1153996,69.99,69.99
1139270,59.4,59.4
1175316,16.0,16.0
1116200,59.99,59.99
1219017,129.95,129.95
1144598,31.49,31.49
1151227,94.95,94.95
1146549,59.0,59.0
1188438,129.0,129.0
1172259,95.0,95.0
1155708,89.95,89.95
1096602,79.99,79.99
822596,47.99,47.99
1217963,103.2,103.2
1188979,79.99,79.99
1162251,120.0,120.0
1196424,159.2,159.2
1144444,35.98,35.98
1154070,59.99,59.99
1076154,90.0,90.0
1132121,59.99,59.99
1180225,53.97,53.97
1210362,90.0,90.0
1180063,99.95,99.95
1215823,69.99,69.99
1151090,139.95,139.95
1184019,39.99,39.99
1096603,79.99,79.99
1134608,49.99,49.99
612293,99.95,99.95
564235,110.0,110.0
1191141,189.0,189.0
1123795,39.98,39.98
1170567,29.95,29.95
1198197,79.99,79.99
1156394,94.95,94.95
1156271,99.0,99.0
1212991,70.4,70.4
958400,149.95,149.95
1118237,139.0,139.0
1105590,75.0,75.0
1152492,120.0,120.0
1116131,249.0,249.0
1148129,79.99,79.99
1127778,99.95,99.95
1152045,69.99,69.99
1132118,39.99,39.99
674887,100.0,100.0
893396,79.99,79.99
1009830,49.95,49.95
1203991,79.2,79.2
1166337,59.95,59.95
1076762,119.99,119.99
887973,110.0,110.0
957983,159.2,159.2
1101098,74.5,74.5
821521,159.2,159.2
815862,89.8,89.8
1113963,95.4,95.4
1160542,39.98,39.98
644162,183.2,183.2
1160483,39.98,39.98
1145748,90.3,90.3
631356,35.1,35.1
1119407,63.2,63.2
1096350,29.99,29.99
1121852,64.5,64.5
1113939,95.4,95.4
1129619,41.99,41.99
1152424,53.97,53.97
1126875,34.98,34.98
1170198,27.98,27.98
1125918,41.99,41.99
1076872,49.0,49.0
1056668,119.0,119.0
906799,159.0,159.0
594530,56.0,56.0
975836,99.95,99.95
1183010,34.98,34.98
1046230,119.0,119.0
998063,15.6,15.6
1116926,101.4,101.4
1144862,27.99,27.99
1182823,34.98,34.98
1140749,49.98,49.98
1091674,60.0,60.0
1118024,79.0,79.0
1177452,34.98,34.98
1160512,39.98,39.98
1116846,42.0,42.0
1101103,89.4,89.4
1113935,95.4,95.4
975835,99.95,99.95
1152047,41.99,41.99
1140819,59.97,59.97
1132359,35.99,35.99
977543,99.95,99.95
1126335,69.97,69.97
1132367,17.99,17.99
1046229,119.0,119.0
1148107,21.98,21.98
1126876,34.98,34.98
1183508,39.98,39.98
1113908,64.5,64.5
1101690,29.99,29.99
1046228,119.0,119.0
1163097,39.98,39.98
1121853,74.5,74.5
1154488,76.95,76.95
1142239,15.6,15.6
1110467,90.0,90.0
1101111,107.4,107.4
1174461,34.98,34.98
1183572,34.98,34.98
1113965,95.4,95.4
1081879,99.0,99.0
1029504,44.98,44.98
1130114,41.97,41.97
1183246,34.98,34.98
1154028,35.99,35.99
1121038,79.0,79.0
685280,79.2,79.2
1108476,17.48,17.48
1119246,24.98,24.98
1161073,34.98,34.98
1137253,99.0,99.0
1132386,35.99,35.99
1181997,47.97,47.97
1170138,20.0,20.0
1119712,129.0,129.0
1134320,155.4,155.4
1061397,55.96,55.96
1160506,34.98,34.98
1144458,31.98,31.98
1112669,99.0,99.0
1132401,41.99,41.99
1153946,47.99,47.99
1030532,56.0,56.0
1131533,60.5,-1.0
1183480,34.98,34.98
1126448,23.99,23.99
1030138,41.97,41.97
1120576,139.0,139.0
1138956,27.99,27.99
1205194,151.2,151.2
1128716,76.97,76.97
1140825,23.98,23.98
806440,39.98,39.98
1099997,133.0,133.0
1091261,89.95,89.95
1029099,41.99,41.99
1132348,41.99,41.99
1132636,47.4,47.4
1116189,30.0,30.0
1140809,35.97,35.97
1140751,49.98,49.98
1132312,29.99,29.99
1178208,59.98,59.98
1142212,29.99,29.99
1149540,53.99,53.99
1154055,20.0,20.0
1177457,64.97,64.97
1119720,199.2,199.2
1154040,30.0,30.0
1137699,31.2,31.2
993018,69.0,69.0
1192807,129.95,129.95
1119643,287.2,287.2
1166287,79.0,79.0
1154047,15.6,15.6
1130578,165.0,165.0
1116562,49.5,49.5
1113919,41.96,41.96
1102311,41.97,41.97
1129539,47.4,47.4
1196155,65.97,65.97
1178214,34.98,34.98
1119404,63.2,63.2
1136779,19.5,19.5
1171143,41.98,41.98
1196977,41.97,41.97
1121045,104.3,104.3
1136425,23.99,23.99
676013,47.97,47.97
1154729,39.99,39.99
1137438,299.0,299.0
1100007,105.0,105.0
1126458,29.99,29.99
1187952,83.97,83.97
1175202,99.0,99.0
1156972,64.97,64.97
1113907,77.4,-1.0
1183496,64.97,64.97
1135810,31.49,31.49
1119676,279.0,279.0
754969,44.0,44.0
1126877,34.98,34.98
1154730,39.99,39.99
1169666,17.5,17.5
1161130,97.96,97.96
641082,28.0,28.0
1113941,107.4,107.4
158553,84.0,84.0
1142284,35.99,35.99
1142516,59.99,59.99
1132358,19.5,19.5
1150202,47.99,47.99
1132466,47.99,47.99
1135812,27.99,27.99
1132492,53.99,53.99
1132472,39.99,39.99
1142237,27.3,27.3
1156967,55.98,55.98
1121737,229.0,229.0
1174462,34.98,34.98
1132497,59.99,59.99
1140814,35.97,35.97
954684,11.7,11.7
1177456,64.97,64.97
1183578,64.97,64.97
1160482,69.97,69.97
1104637,230.3,230.3
792597,71.2,71.2
1142471,47.99,47.99
1062525,76.45,76.45
1018520,150.0,150.0
1163133,34.98,34.98
1121040,118.3,118.3
1187619,129.95,129.95
1101109,95.4,95.4
1183009,27.98,27.98
1156953,64.97,64.97
344263,82.5,82.5
1140926,59.98,59.98
1132467,39.99,39.99
1196708,74.98,74.98
748217,118.3,118.3
1177459,74.97,74.97
1128760,59.4,59.4
1172571,39.98,39.98
1161128,97.96,97.96
1115909,39.99,39.99
1174240,44.97,44.97
1132414,35.99,35.99
508525,85.4,85.4
1156438,40.0,40.0
1132411,41.99,41.99
1182990,54.98,54.98
1115858,41.97,41.97
1119677,69.0,69.0
1197497,54.98,54.98
1120748,47.97,47.97
1126450,20.0,20.0
1183478,34.98,34.98
1119648,99.0,99.0
1132537,47.99,47.99
1132061,41.4,41.4
1135149,55.0,55.0
1135167,80.0,80.0
1148450,99.95,99.95
1103321,109.95,109.95
895581,70.0,70.0
1103333,99.95,99.95
1103334,99.95,99.95
895580,70.0,70.0
1126344,69.95,69.95
912770,89.95,89.95
1198388,69.95,69.95
1164047,79.95,79.95
1103319,89.95,89.95
958395,99.95,99.95
736324,70.0,70.0
1148452,99.95,99.95
1124460,59.99,59.99
921980,89.95,89.95
1201428,69.95,69.95
958413,99.95,99.95
974092,79.95,79.95
1148455,109.95,109.95
1144672,79.95,79.95
1148451,99.95,99.95
1126169,89.95,89.95
1152036,69.99,69.99
1029483,99.95,99.95
1103318,89.95,89.95
921992,89.95,89.95
912776,89.95,89.95
958391,99.95,99.95
1103320,89.95,89.95
1021173,99.95,99.95
1142243,59.99,59.99
1182406,69.95,69.95
1182403,69.95,69.95
1148453,99.95,99.95
1172762,79.95,79.95
1182360,69.95,69.95
1144460,69.95,69.95
1148134,59.99,59.99
1181305,140.0,140.0
975746,69.95,69.95
1155546,59.99,59.99
1181310,140.0,140.0
1152493,90.0,90.0
1140950,70.0,70.0
1184903,29.99,29.99
1182398,69.95,69.95
1152113,24.99,24.99
1103332,99.95,99.95
1124500,39.99,39.99
1162331,60.0,60.0
1147057,109.95,109.95
1176153,70.0,70.0
1116554,79.0,79.0
1142247,59.99,59.99
1136281,69.99,69.99
1142240,49.99,49.99
958399,89.95,89.95
1124461,59.99,59.99
1121385,109.95,109.95
930954,34.99,34.99
966915,60.0,60.0
1126874,69.95,69.95
1128473,79.0,79.0
1151349,39.99,39.99
1133827,160.0,160.0
1177768,69.0,69.0
1128475,79.0,79.0
750783,99.95,99.95
1183575,79.95,79.95
1194708,69.95,69.95
1136282,69.99,69.99
1176422,79.95,79.95
1149026,79.0,79.0
1181313,130.0,130.0
1135187,55.0,55.0
468502,119.95,119.95
1182401,41.97,41.97
1144604,20.99,20.99
1148456,109.95,109.95
1009131,69.0,-1.0
1100296,60.0,60.0
1147047,109.95,109.95
1149064,33.99,33.99
840534,74.99,74.99
964524,59.99,59.99
1144459,69.95,69.95
1129541,79.0,79.0
1157344,45.0,45.0
1174468,39.98,39.98
1196477,59.95,59.95
1116476,39.99,39.99
1112556,49.99,49.99
1166565,29.99,29.99
1167513,35.98,35.98
1128476,79.0,79.0
1139082,59.99,59.99
1148135,59.99,59.99
1198389,69.95,69.95
1192098,39.99,39.99
958397,59.97,59.97
1163417,39.99,39.99
1140202,59.0,59.0
958398,99.95,99.95
1103322,109.95,109.95
1138955,27.99,27.99
1124499,39.99,39.99
1158433,59.99,59.99
1209248,151.2,151.2
1105720,60.0,60.0
1153941,24.0,24.0
1154018,69.99,69.99
1158589,19.95,19.95
1103331,109.95,109.95
1135182,90.0,90.0
1169462,29.98,29.98
1156435,79.99,79.99
1173213,109.95,109.95
1151798,41.3,41.3
1104533,120.0,120.0
1195563,119.0,119.0
1169463,59.95,59.95
1144588,39.99,39.99
1192096,39.99,39.99
1153146,79.95,79.95
1115692,48.99,48.99
1173214,109.95,109.95
1182636,59.95,59.95
659750,49.99,49.99
1151799,59.0,59.0
964666,79.0,79.0
1136417,30.0,30.0
1198670,29.98,29.98
1134515,25.0,25.0
1146749,149.0,149.0
1164049,79.95,79.95
1163872,109.95,109.95
1143339,203.4,203.4
1179309,79.99,79.99
1202328,39.95,39.95
1140465,34.98,34.98
1129694,69.99,69.99
1209269,69.95,69.95
1156593,49.99,49.99
1182629,59.95,59.95
1167458,49.95,49.95
1175302,39.99,39.99
1133767,240.0,240.0
1182363,69.95,69.95
996014,169.95,169.95
1190768,79.0,79.0
