href,href_url,Brand,Item,is_men
684291,/the-original-pique-ss-rugger-polo-684291.html,Gant,The Original Pique SS Rugger Polo,True
1189331,/short-sleeve-oxford-shirt-1189331.html,Fred Perry,Short Sleeve Oxford Shirt,True
1101423,/garageland-shirt-1101423.html,Wrangler,Garageland Shirt,True
1174639,/ss-chase-pique-polo-1174639.html,Carhartt,SS Chase Pique Polo,True
1131846,/stevie-shirt-1131846.html,The People Vs.,Stevie Shirt,True
994408,/oxford-shirt-994408.html,Fred Perry,Oxford Shirt,True
1048979,/long-sleeve-linen-shirt-1048979.html,Coast Clothing,Long Sleeve Linen Shirt,True
1140384,/vintage-prep-short-sleeve-shirt-1140384.html,Cotton On,Vintage Prep Short Sleeve Shirt,True
1135464,/medium-shield-pique-ss-rugger-polo-1135464.html,Gant,Medium Shield Pique SS Rugger Polo,True
582291,/custom-slim-fit-mesh-polo-582291.html,Polo Ralph Lauren,Custom Slim Fit Mesh Polo,True
967960,/core-stretch-slim-poplin-shirt-967960.html,Tommy Hilfiger,Core Stretch Slim Poplin Shirt,True
1053455,/oxford-regular-fit-shirt-1053455.html,French Connection,Oxford Regular Fit Shirt,True
1145572,/3-colour-tipping-pique-ss-polo-1145572.html,Gant,3-Colour Tipping Pique SS Polo,True
1131880,/casual-short-sleeve-shirt-1131880.html,Assembly Label,Casual Short Sleeve Shirt,True
1131884,/casual-long-sleeve-shirt-1131884.html,Assembly Label,Casual Long Sleeve Shirt,True
1101415,/lock-in-shirt-1101415.html,Wrangler,Lock In Shirt,True
962746,/the-legrandite-silk-shirt-962746.html,Surrounded By Ghosts,The Legrandite Silk Shirt,True
1110425,/pallas-polo-1110425.html,BOSS,Pallas Polo,True
994405,/oxford-shirt-994405.html,Fred Perry,Oxford Shirt,True
1206949,/miami-loom-box-fit-shirt-1206949.html,Superdry,Miami Loom Box Fit Shirt,True
1173092,/primitive-bowling-shirt-1173092.html,Thrills,Primitive Bowling Shirt,True
1102109,/stripe-camp-shirt-1102109.html,Tommy Jeans,Stripe Camp Shirt,True
556548,/the-gunn-polo-556548.html,Rodd &amp; Gunn,The Gunn Polo,True
1148088,/long-sleeve-knit-polo-1148088.html,Polo Ralph Lauren,Long Sleeve Knit Polo,True
890683,/ls-linen-shirt-890683.html,AERE,LS Linen Shirt,True
1159876,/slim-fit-performance-deck-polo-1159876.html,NAUTICA,Slim Fit Performance Deck Polo,True
1103395,/plus-stretch-poplin-shirt-1103395.html,Tommy Hilfiger,Plus Stretch Poplin Shirt,True
1202482,/chambray-regular-fit-shirt-1202482.html,French Connection,Chambray Regular Fit Shirt,True
1109519,/staple-organic-ls-oxford-shirt-1109519.html,Staple Superior,Staple Organic LS Oxford Shirt,True
992084,/vintage-prep-short-sleeve-shirt-992084.html,Cotton On,Vintage Prep Short Sleeve Shirt,True
925422,/lennox-linen-shirt-925422.html,yd.,Lennox Linen Shirt,True
1117444,/ever-night-shirt-1117444.html,Everloom,Ever Night Shirt,True
1186013,/brunswick-shirt-3-1186013.html,Cotton On,Brunswick Shirt 3,True
1158278,/the-gunn-polo-1158278.html,Rodd &amp; Gunn,The Gunn Polo,True
1110607,/organic-poplin-ss-resort-shirt-1110607.html,AERE,Organic Poplin SS Resort Shirt,True
1137566,/linen-regular-fit-shirt-1137566.html,French Connection,Linen Regular Fit Shirt,True
1178276,/theo-short-sleeve-check-shirt-1178276.html,Blazer,Theo Short Sleeve Check Shirt,True
1103504,/icon-badge-regular-polo-1103504.html,Tommy Hilfiger,Icon Badge Regular Polo,True
1109153,/liam-slim-shirt-1109153.html,Marcs,Liam Slim Shirt,True
1160751,/go-to-shirt-1160751.html,Patagonia,Go To Shirt,True
1103508,/light-ss-oxford-shirt-1103508.html,Tommy Hilfiger,Light SS Oxford Shirt,True
1109520,/staple-organic-ls-oxford-shirt-1109520.html,Staple Superior,Staple Organic LS Oxford Shirt,True
1053529,/oxford-regular-fit-shirt-1053529.html,French Connection,Oxford Regular Fit Shirt,True
1189459,/hawaiian-box-fit-shirt-1189459.html,Superdry,Hawaiian Box Fit Shirt,True
1145577,/g-n-h-solid-pique-ss-rugger-polo-1145577.html,Gant,G.N.H. Solid Pique SS Rugger Polo,True
556550,/the-gunn-polo-556550.html,Rodd &amp; Gunn,The Gunn Polo,True
1109529,/organic-long-sleeve-shirt-3-pack-1109529.html,Staple Superior,Organic Long Sleeve Shirt - 3 Pack,True
1086637,/long-sleeve-fjord-flannel-shirt-1086637.html,Patagonia,Long Sleeve Fjord Flannel Shirt,True
1206487,/classic-shoreditch-print-shirt-1206487.html,Superdry,Classic Shoreditch Print Shirt,True
930329,/the-gunn-polo-930329.html,Rodd &amp; Gunn,The Gunn Polo,True
1105496,/ss-regular-fit-oxford-shirt-1105496.html,Lacoste,SS Regular Fit Oxford Shirt,True
1159882,/performance-classic-fit-stripe-deck-polo-1159882.html,NAUTICA,Performance Classic Fit Stripe Deck Polo,True
1101405,/slater-shirt-1101405.html,Wrangler,Slater Shirt,True
1076456,/work-flannel-ls-shirt-1076456.html,Zanerobe,Work Flannel LS Shirt,True
1053565,/oxford-slim-fit-shirt-1053565.html,French Connection,Oxford Slim Fit Shirt,True
1163361,/furnace-flannel-1163361.html,Billabong,Furnace Flannel,True
1117442,/ever-summer-shirt-1117442.html,Everloom,Ever Summer Shirt,True
1115323,/angola-ss-shirt-1115323.html,Marcs,Angola SS Shirt,True
1053510,/oxford-regular-fit-shirt-1053510.html,French Connection,Oxford Regular Fit Shirt,True
684293,/the-original-pique-ss-rugger-polo-684293.html,Gant,The Original Pique SS Rugger Polo,True
1086174,/long-sleeve-vjosa-river-pima-cotton-shirt-men-s-1086174.html,Patagonia,Long Sleeve Vjosa River Pima Cotton Shirt - Men's,True
1138644,/the-diaboliete-snap-button-linen-shirt-1138644.html,Surrounded By Ghosts,The Diaboliete Snap Button Linen Shirt,True
1163286,/vertical-colour-block-polo-1163286.html,Lacoste,Vertical Colour Block Polo,True
1156496,/pallas-polo-1156496.html,BOSS,Pallas Polo,True
1004083,/long-sleeve-madison-shirt-1004083.html,Carhartt,Long Sleeve Madison Shirt,True
1147469,/long-sleeve-riviera-polo-1147469.html,Sunspel,Long Sleeve Riviera Polo,True
1074458,/kenton-poker-printed-shirt-1074458.html,Oxford,Kenton Poker Printed Shirt,True
1109331,/ls-candy-stripe-shirt-1109331.html,Ben Sherman,LS Candy Stripe Shirt,True
1090119,/kenton-printed-shirt-1090119.html,Oxford,Kenton Printed Shirt,True
1200427,/linen-plain-long-sleeve-shirt-1200427.html,Gazman,Linen Plain Long Sleeve Shirt,True
1157297,/liam-oxford-polo-1157297.html,Blazer,Liam Oxford Polo,True
1045707,/anderson-long-sleeve-classic-yarn-dyed-linen-shirt-1045707.html,SABA,Anderson Long Sleeve Classic Yarn Dyed Linen Shirt,True
1121532,/mens-snap-up-hooded-long-sleeve-shirt-1121532.html,Quiksilver,Mens Snap Up Hooded Long Sleeve Shirt,True
1102426,/classic-rugby-long-sleeve-knit-1102426.html,Polo Ralph Lauren,Classic Rugby Long Sleeve Knit,True
905313,/the-linen-shirt-905313.html,Jag,The Linen Shirt,True
1107113,/collins-button-down-shirt-1107113.html,R.M.Williams,Collins Button Down Shirt,True
1081681,/signature-romford-polo-1081681.html,Ben Sherman,Signature Romford Polo,True
1194268,/linen-cotton-long-sleeve-shirt-1194268.html,Cotton On,Linen Cotton Long Sleeve Shirt,True
1069254,/islington-regular-fit-shirt-1069254.html,Oxford,Islington Regular Fit Shirt,True
1104534,/blue-hawke-shirt-1104534.html,Jack London,Blue Hawke Shirt,True
1131844,/mason-shirt-1131844.html,The People Vs.,Mason Shirt,True
1182115,/perry-shirt-1182115.html,Justin Cassin,Perry Shirt,True
1159889,/navtech-slim-fit-polo-1159889.html,NAUTICA,Navtech Slim Fit Polo,True
1156501,/parlay-polo-1156501.html,BOSS,Parlay Polo,True
1104580,/jacquard-formal-shirt-1104580.html,Jack London,Jacquard Formal Shirt,True
1104576,/bently-shirt-1104576.html,Jack London,Bently Shirt,True
1045704,/anderson-long-sleeve-classic-linen-shirt-1045704.html,SABA,Anderson Long Sleeve Classic Linen Shirt,True
1103953,/organic-poplin-ls-resort-shirt-1103953.html,AERE,Organic Poplin LS Resort Shirt,True
1109298,/ls-signature-house-check-shirt-1109298.html,Ben Sherman,LS Signature House Check Shirt,True
1101079,/ryse-ss-stripe-shirt-1101079.html,Lee,Ryse SS Stripe Shirt,True
1163283,/slim-fit-colour-block-polo-1163283.html,Lacoste,Slim Fit Colour-Block Polo,True
1166490,/anderson-short-sleeve-classic-linen-shirt-1166490.html,SABA,Anderson Short Sleeve Classic Linen Shirt,True
1141394,/linen-cotton-long-sleeve-shirt-1141394.html,Cotton On,Linen Cotton Long Sleeve Shirt,True
1108298,/addison-pique-polo-1108298.html,Marcs,Addison Pique Polo,True
1160690,/back-step-shirt-1160690.html,Patagonia,Back Step Shirt,True
1200193,/tailored-casual-check-long-sleeve-shirt-1200193.html,Gazman,Tailored Casual Check Long Sleeve Shirt,True
1172305,/lillburn-sports-fit-polo-1172305.html,Rodd &amp; Gunn,Lillburn Sports Fit Polo,True
1112161,/paulos-ss-polo-1112161.html,Jack &amp; Jones,Paulos SS Polo,True
841143,/crushed-short-sleeve-shirt-841143.html,RVCA,Crushed Short Sleeve Shirt,True
1147073,/piping-panel-polo-1147073.html,Ben Sherman,Piping Panel Polo,True
1046164,/turner-long-sleeve-slim-shirt-1046164.html,SABA,Turner Long Sleeve Slim Shirt,True
1188483,/pine-short-sleeve-shirt-1188483.html,Sportscraft,Pine Short Sleeve Shirt,True
1142682,/sb-paul-lightweight-linen-shirt-1142682.html,SABA,SB Paul Lightweight Linen Shirt,True
1137570,/linen-regular-fit-shirt-1137570.html,French Connection,Linen Regular Fit Shirt,True
1200217,/tailored-casual-stretch-check-long-sleeve-shirt-1200217.html,Gazman,Tailored Casual Stretch Check Long Sleeve Shirt,True
1119425,/super-soft-tee-1119425.html,SABA,Super Soft Tee,True
780786,/long-sleeve-linen-shirt-780786.html,Coast Clothing,Long Sleeve Linen Shirt,True
1097694,/uxbridge-checked-shirt-1097694.html,Oxford,Uxbridge Checked Shirt,True
1119708,/sb-otto-linen-stripe-tee-1119708.html,SABA,SB Otto Linen Stripe Tee,True
1124138,/regular-fit-classic-all-over-printed-poplin-shirt-1124138.html,Scotch &amp; Soda,Regular Fit Classic All-Over Printed Poplin Shirt,True
1110394,/joram-shirt-1110394.html,BOSS,Joram Shirt,True
1084466,/william-check-long-sleeve-classic-shirt-1084466.html,SABA,William Check Long Sleeve Classic Shirt,True
959479,/austin-polo-959479.html,Oxford,Austin Polo,True
1163305,/ss-regular-fit-woven-check-shirt-1163305.html,Lacoste,SS Regular Fit Woven Check Shirt,True
905563,/andy-polo-905563.html,SABA,Andy Polo,True
1177868,/montura-polo-shirt-1177868.html,Ellesse,Montura Polo Shirt,True
1080073,/oxford-regular-fit-shirt-1080073.html,French Connection,Oxford Regular Fit Shirt,True
959475,/austin-polo-959475.html,Oxford,Austin Polo,True
1119628,/alfredo-long-sleeve-classic-shirt-1119628.html,SABA,Alfredo Long Sleeve Classic Shirt,True
1192355,/uxbridge-oxford-weave-regular-shirt-1192355.html,Oxford,Uxbridge Oxford Weave Regular Shirt,True
1189798,/the-short-sleeve-summer-shirt-1189798.html,Jag,The Short Sleeve Summer Shirt,True
959486,/austin-polo-959486.html,Oxford,Austin Polo,True
1176667,/sport-ss-polo-1176667.html,Lyle and Scott,Sport SS Polo,True
1108365,/core-polo-1108365.html,Hollister,Core Polo,True
1139546,/day-button-down-shirt-1139546.html,Assembly Label,Day Button Down Shirt,True
1169696,/short-sleeve-resort-shirt-1169696.html,Cotton On,Short Sleeve Resort Shirt,True
530200,/aries-print-shirt-530200.html,Tarocash,Aries Print Shirt,True
1148561,/a-cropped-slim-shorts-1148561.html?citrusId=display__1IEC3-e06T2TMo66qV2vrMO8rlBQjgyM0FBNDhYREY%3D,Abrand,A Cropped Slim Shorts,True
1148560,/a-dropped-skinny-shorts-1148560.html?citrusId=display_1gioscqgGrEh242bJGjlQet4jPZBQjgyM0FBODVUUVc%3D,Abrand,A Dropped Skinny Shorts,True
954471,/stinger-shorts-954471.html?citrusId=display_sV682Z2Uo9d59MDFFJgEOiazbuxSTzk4N0FBNTRNS0Y%3D,Rolla's,Stinger Shorts,True
545950,/staple-chino-shorts-545950.html,Staple Superior,Staple Chino Shorts,True
545951,/staple-chino-shorts-545951.html,Staple Superior,Staple Chino Shorts,True
545949,/staple-chino-shorts-545949.html,Staple Superior,Staple Chino Shorts,True
622013,/slater-shorts-622013.html,Staple Superior,Slater Shorts,True
1182124,/illusion-shorts-2-pack-1182124.html,St Goliath,Illusion Shorts - 2-Pack,True
591507,/the-hamptons-swim-shorts-591507.html,Vacay Swimwear,The Hamptons Swim Shorts,True
365669,/core-training-7-shorts-365669.html,Champion,"Core Training 7"" Shorts",True
1145094,/basic-stock-beachshorts-1145094.html,Stussy,Basic Stock Beachshorts,True
958751,/parachute-cargo-shorts-958751.html,Superdry,Parachute Cargo Shorts,True
1182125,/2-pack-fusion-pull-on-shorts-1182125.html,St Goliath,2-Pack Fusion Pull On Shorts,True
1033655,/bossini-shorts-1033655.html,Ellesse,Bossini Shorts,True
545948,/staple-chino-shorts-545948.html,Staple Superior,Staple Chino Shorts,True
622083,/staple-chino-shorts-622083.html,Staple Superior,Staple Chino Shorts,True
903542,/dri-fit-training-shorts-men-s-903542.html,Nike,Dri-FIT Training Shorts - Men's,True
677385,/challenger-brief-lined-7-shorts-677385.html,Nike,"Challenger Brief-Lined 7"" Shorts",True
1103958,/ramie-pleated-shorts-1103958.html,AERE,Ramie Pleated Shorts,True
1104991,/the-iconic-exclusive-medium-drawstring-shorts-1104991.html,Tommy Hilfiger,THE ICONIC EXCLUSIVE - Medium Drawstring Shorts,True
622014,/slater-shorts-622014.html,Staple Superior,Slater Shorts,True
1145096,/cord-big-beachshorts-1145096.html,Stussy,Cord Big Beachshorts,True
957919,/parachute-cargo-shorts-957919.html,Superdry,Parachute Cargo Shorts,True
989744,/z-roadie-shorts-989744.html,Lee,Z-Roadie Shorts,True
1100421,/adidas-shorts-1100421.html,adidas Performance,adidas Shorts,True
989742,/z-roadie-shorts-989742.html,Lee,Z-Roadie Shorts,True
893941,/crossfire-x-slub-shorts-893941.html,Billabong,Crossfire X Slub Shorts,True
1134703,/cruiser-shorts-1134703.html,The Brave,Cruiser Shorts,True
1103959,/ramie-pleated-shorts-1103959.html,AERE,Ramie Pleated Shorts,True
957918,/parachute-cargo-shorts-957918.html,Superdry,Parachute Cargo Shorts,True
989743,/z-roadie-shorts-989743.html,Lee,Z-Roadie Shorts,True
1200524,/sport-short-iv-1200524.html,RVCA,Sport Short Iv,True
1167538,/road-2-n-1-5-inch-short-men-s-1167538.html,ASICS,Road 2-N-1 5 Inch Short - Men's,True
1156540,/brooklyn-shorts-1156540.html,Tommy Hilfiger,Brooklyn Shorts,True
962984,/mens-everyday-chino-short-962984.html,Quiksilver,Mens Everyday Chino Short,True
1009763,/frickin-modern-stretch-19-chino-shorts-1009763.html,Volcom,"Frickin Modern Stretch 19"" Chino Shorts",True
920654,/linen-shorts-920654.html,Coast Clothing,Linen Shorts,True
1116999,/colour-block-swim-shorts-1116999.html,Staple Superior,Colour-Block Swim Shorts,True
1148559,/a-dropped-skinny-shorts-1148559.html,Abrand,A Dropped Skinny Shorts,True
1194265,/straight-shorts-1194265.html,Cotton On,Straight Shorts,True
1162530,/3-stripes-shorts-1162530.html,adidas Originals,3-Stripes Shorts,True
989553,/smith-shorts-989553.html,Wrangler,Smith Shorts,True
696479,/nadi-swim-shorts-696479.html,Ellesse,Nadi Swim Shorts,True
691560,/hayman-shorts-691560.html,Academy Brand,Hayman Shorts,True
770305,/staple-chino-shorts-770305.html,Staple Superior,Staple Chino Shorts,True
719850,/men-s-baggies-longs-719850.html,Patagonia,Men's Baggies Longs,True
907429,/new-order-wave-wash-shorts-907429.html,Billabong,New Order Wave Wash Shorts,True
1145098,/basic-stock-beachshorts-1145098.html,Stussy,Basic Stock Beachshorts,True
1109691,/staple-distressed-denim-shorts-1109691.html,Staple Superior,Staple Distressed Denim Shorts,True
1131893,/transition-shorts-1131893.html,Assembly Label,Transition Shorts,True
1105098,/baltic-chino-shorts-1105098.html,Marcs,Baltic Chino Shorts,True
1116074,/staple-organic-cotton-casual-chino-short-1116074.html,Staple Superior Organic,Staple Organic Cotton Casual Chino Short,True
1156443,/rebel-9-shorts-1156443.html,Puma,"Rebel 9"" Shorts",True
1116746,/commander-short-2-0-twill-shorts-1116746.html,Nena &amp; Pasadena,Commander Short 2.0 Twill Shorts,True
676496,/3-stripes-shorts-676496.html,adidas Originals,3-Stripes Shorts,True
1001845,/mens-everyday-chino-short-1001845.html,Quiksilver,Mens Everyday Chino Short,True
1194264,/straight-shorts-1194264.html,Cotton On,Straight Shorts,True
997811,/crossfire-x-stripe-shorts-997811.html,Billabong,Crossfire X Stripe Shorts,True
1110850,/nadi-swim-shorts-1110850.html,Ellesse,Nadi Swim Shorts,True
920655,/linen-shorts-920655.html,Coast Clothing,Linen Shorts,True
1110955,/bossini-shorts-1110955.html,Ellesse,Bossini Shorts,True
1181392,/surftrek-heather-shorts-1181392.html,Billabong,Surftrek Heather Shorts,True
1175450,/rochester-tech-shorts-1175450.html,Champion,Rochester Tech Shorts,True
1111036,/fools-gold-2-fix-waist-shorts-1111036.html,St Goliath,Fools Gold 2 Fix Waist Shorts,True
1151868,/french-terry-script-shorts-1151868.html,Champion,French Terry Script Shorts,True
835048,/scorfano-shorts-835048.html,Ellesse,Scorfano Shorts,True
1088404,/9-inch-stretch-woven-train-short-men-s-1088404.html,ASICS,9 Inch Stretch Woven Train Short - Men's,True
1117447,/ever-distressed-cut-off-shorts-1117447.html,Everloom,Ever Distressed Cut Off Shorts,True
676495,/3-stripes-shorts-676495.html,adidas Originals,3-Stripes Shorts,True
1194262,/tech-track-shorts-1194262.html,Factorie,Tech Track Shorts,True
1108338,/icon-shorts-1108338.html,Abercrombie &amp; Fitch,Icon Shorts,True
997971,/the-iron-silk-drawstring-shorts-997971.html,Surrounded By Ghosts,The Iron Silk Drawstring Shorts,True
1156542,/brooklyn-shorts-1156542.html,Tommy Hilfiger,Brooklyn Shorts,True
1176044,/serena-resort-swim-shorts-1176044.html,Mosmann,Serena Resort Swim Shorts,True
1116072,/staple-organic-cotton-casual-chino-short-1116072.html,Staple Superior Organic,Staple Organic Cotton Casual Chino Short,True
950355,/straight-shorts-950355.html,Cotton On,Straight Shorts,True
1154354,/airy-2-fw-shorts-1154354.html,St Goliath,Airy 2 FW Shorts,True
1045943,/the-obsidian-linen-drawstring-shorts-1045943.html,Surrounded By Ghosts,The Obsidian Linen Drawstring Shorts,True
210422,/classic-shorts-210422.html,Champion,Classic Shorts,True
1186385,/textured-cotton-boardwalk-shorts-1186385.html,NAUTICA,Textured Cotton Boardwalk Shorts,True
1155246,/sureshot-denim-shorts-1155246.html,Zanerobe,Sureshot Denim Shorts,True
1111034,/fools-gold-2-fix-waist-shorts-1111034.html,St Goliath,Fools Gold 2 Fix Waist Shorts,True
603949,/authentic-logo-tape-shorts-603949.html,Tommy Hilfiger,Authentic Logo Tape Shorts,True
973989,/motion-shorts-973989.html,Rodd &amp; Gunn,Motion Shorts,True
1160367,/easy-shorts-1160367.html,Cotton On,Easy Shorts,True
1185230,/manila-cargo-shorts-1185230.html,Rusty,Manila Cargo Shorts,True
1119836,/organic-cotton-five-pocket-shorts-1119836.html,Staple Superior Organic,Organic Cotton Five Pocket Shorts,True
1051482,/intense-power-medium-drawstring-boardshorts-1051482.html,Calvin Klein,Intense Power Medium Drawstring Boardshorts,True
959558,/the-obsidian-linen-drawstring-shorts-959558.html,Surrounded By Ghosts,The Obsidian Linen Drawstring Shorts,True
508676,/a-dropped-skinny-shorts-508676.html,Abrand,A Dropped Skinny Shorts,True
1027299,/slim-fit-stretch-chino-shorts-1027299.html,French Connection,Slim Fit Stretch Chino Shorts,True
1190654,/circuit-sport-shorts-1190654.html,UNIT,Circuit Sport Shorts,True
1192364,/rawlins-denim-shorts-1192364.html,Nena &amp; Pasadena,Rawlins Denim Shorts,True
1111053,/illusion-shorts-2-pack-1111053.html,St Goliath,Illusion Shorts - 2 Pack,True
1167537,/road-2-in-1-7-inch-short-men-s-1167537.html,ASICS,Road 2-In-1 7 Inch Short - Men's,True
1177867,/dem-slackers-swim-shorts-1177867.html,Ellesse,Dem Slackers Swim Shorts,True
1192363,/commander-shorts-2-0-1192363.html,Nena &amp; Pasadena,Commander Shorts 2.0,True
1155869,/badlands-short-1155869.html,St Goliath,Badlands Short,True
1115157,/staple-distressed-denim-shorts-1115157.html,Staple Superior,Staple Distressed Denim Shorts,True
1119834,/organic-cotton-five-pocket-shorts-1119834.html,Staple Superior Organic,Organic Cotton Five Pocket Shorts,True
1103957,/ramie-pull-on-shorts-1103957.html,AERE,Ramie Pull On Shorts,True
1066296,/mens-voodoo-surf-black-18-denim-short-1066296.html,Quiksilver,"Mens Voodoo Surf Black 18"" Denim Short",True
1103956,/ramie-pull-on-shorts-1103956.html,AERE,Ramie Pull On Shorts,True
1130636,/smith-shorts-1130636.html,Wrangler,Smith Shorts,True
1155249,/sureshot-cord-shorts-1155249.html,Zanerobe,Sureshot Cord Shorts,True
950337,/easy-shorts-950337.html,Cotton On,Easy Shorts,True
1154824,/glide-shorts-1154824.html,Deus Ex Machina,Glide Shorts,True
1145106,/nylon-big-beachshorts-1145106.html,Stussy,Nylon Big Beachshorts,True
1165918,/straight-shorts-1165918.html,Cotton On,Straight Shorts,True
1116983,/ikat-split-swim-shorts-1116983.html,Staple Superior,Ikat Split Swim Shorts,True
974045,/motion-shorts-974045.html,Rodd &amp; Gunn,Motion Shorts,True
488712,/bedford-chino-shorts-488712.html,Polo Ralph Lauren,Bedford Chino Shorts,True
1128137,/new-order-overdye-shorts-1128137.html,Billabong,New Order Overdye Shorts,True
1116077,/staple-pull-on-shorts-1116077.html,Staple Superior,Staple Pull On Shorts,True
1139578,/the-iron-linen-drawstring-shorts-1139578.html,Surrounded By Ghosts,The Iron Linen Drawstring Shorts,True
1110628,/bermuda-shorts-1110628.html,Emporio Armani EA7,Bermuda Shorts,True
1101073,/union-drill-shorts-1101073.html,Lee,Union Drill Shorts,True
1155255,/sureshot-shorts-1155255.html,Zanerobe,Sureshot Shorts,True
1190322,/alex-pure-linen-shorts-1190322.html,Blazer,Alex Pure Linen Shorts,True
1081734,/bailey-chino-short-1081734.html,Marcs,Bailey Chino Short,True
1134704,/cruiser-shorts-1134704.html,The Brave,Cruiser Shorts,True
954063,/larry-layback-twill-954063.html,Billabong,Larry Layback Twill,True
766589,/deuce-shorts-766589.html,Silent Theory,Deuce Shorts,True
890701,/linen-pull-on-shorts-890701.html,AERE,Linen Pull On Shorts,True
1177178,/track-shorts-1177178.html,Factorie,Track Shorts,True
1130635,/l-two-shorts-1130635.html,Lee,L-Two Shorts,True
973247,/solver-lite-5-pocket-short-973247.html,Volcom,Solver Lite 5 Pocket Short,True
1145095,/basic-stock-beachshorts-1145095.html,Stussy,Basic Stock Beachshorts,True
1185096,/riffer-corduroy-elastic-shorts-1185096.html,Rusty,Riffer Corduroy Elastic Shorts,True
1154823,/glide-shorts-1154823.html,Deus Ex Machina,Glide Shorts,True
1202533,/everlast-yogger-1202533.html,RVCA,Everlast Yogger,True
1110852,/dem-slackers-swim-shorts-1110852.html,Ellesse,Dem Slackers Swim Shorts,True
1145488,/illusion-shorts-1145488.html,St Goliath,Illusion Shorts,True
1081732,/bailey-chino-short-1081732.html,Marcs,Bailey Chino Short,True
1108339,/icon-shorts-1108339.html,Abercrombie &amp; Fitch,Icon Shorts,True
1176281,/draft-19-chino-shorts-1176281.html,UNIT,"Draft 19"" Chino Shorts",True
1081731,/bailey-chino-short-1081731.html,Marcs,Bailey Chino Short,True
1174216,/core-logo-tape-medium-drawstring-boardshorts-1174216.html,Calvin Klein,Core Logo Tape Medium Drawstring Boardshorts,True
1149649,/designs-terry-shorts-1149649.html,Stussy,Designs Terry Shorts,True
1185007,/chopper-trashed-denim-shorts-1185007.html,Ksubi,Chopper Trashed Denim Shorts,True
169043,/demand-shorts-169043.html,Champion,Demand Shorts,True
1119837,/organic-cotton-five-pocket-shorts-1119837.html,Staple Superior Organic,Organic Cotton Five Pocket Shorts,True
1107315,/6-logo-pieced-full-elastic-shorts-1107315.html,NAUTICA,6-Logo Pieced Full Elastic Shorts,True
1158121,/thomas-shorts-1158121.html,Fila,Thomas Shorts,True
1185240,/charlie-elastic-shorts-1185240.html,Rusty,Charlie Elastic Shorts,True
1113253,/slim-fit-stretch-chino-shorts-1113253.html,French Connection,Slim Fit Stretch Chino Shorts,True
1110573,/linen-pull-on-shorts-1110573.html,AERE,Linen Pull On Shorts,True
920328,/offshore-floral-chino-shorts-920328.html,Coast Clothing,Offshore Floral Chino Shorts,True
1117517,/jogger-shorts-1117517.html,Commune,Jogger Shorts,True
1138658,/the-fornacite-rib-track-shorts-1138658.html,Surrounded By Ghosts,The Fornacite Rib Track Shorts,True
1057799,/cord-utility-shorts-1057799.html,Locale,Cord Utility Shorts,True
1170488,/melrose-shorts-1170488.html,St Goliath,Melrose Shorts,True
1190341,/alex-pure-linen-shorts-1190341.html,Blazer,Alex Pure Linen Shorts,True
1015623,/must-haves-badge-of-sport-shorts-1015623.html,adidas Performance,Must-Haves Badge of Sport Shorts,True
911202,/easy-shorts-911202.html,Cotton On,Easy Shorts,True
1027298,/slim-fit-stretch-chino-shorts-1027298.html,French Connection,Slim Fit Stretch Chino Shorts,True
1169690,/street-volley-shorts-1169690.html,Cotton On,Street Volley Shorts,True
1186808,/9-rally-shorts-1186808.html,New Balance,"9"" Rally Shorts",True
1186384,/textured-cotton-boardwalk-shorts-1186384.html,NAUTICA,Textured Cotton Boardwalk Shorts,True
1183086,/kahuna-shorts-1183086.html,Cotton On,Kahuna Shorts,True
1186773,/nb-basketball-blacktop-shorts-1186773.html,New Balance,NB Basketball Blacktop Shorts,True
1146212,/organic-cotton-poplin-swim-shorts-1146212.html,AERE,Organic Cotton Poplin Swim Shorts,True
1033653,/bossini-shorts-1033653.html,Ellesse,Bossini Shorts,True
1148225,/cool-lite-impulse-training-shorts-1148225.html,Icebreaker,Cool-Lite™ Impulse Training Shorts,True
837952,/crossfire-x-slub-shorts-837952.html,Billabong,Crossfire X Slub Shorts,True
1176278,/broadcast-cargo-22-shorts-1176278.html,UNIT,"Broadcast Cargo 22"" Shorts",True
1150914,/mateo-cotton-item-shorts-1150914.html,SABA,Mateo Cotton Item Shorts,True
1169692,/tailored-casual-shorts-1169692.html,Cotton On,Tailored Casual Shorts,True
1176282,/draft-19-chino-shorts-1176282.html,UNIT,"Draft 19"" Chino Shorts",True
1185078,/manila-elastic-shorts-1185078.html,Rusty,Manila Elastic Shorts,True
1116981,/tropical-printed-shorts-1116981.html,Staple Superior,Tropical Printed Shorts,True
764001,/outlaw-shorts-764001.html,Silent Theory,Outlaw Shorts,True
1101074,/union-drill-shorts-1101074.html,Lee,Union Drill Shorts,True
1049762,/millwater-shorts-1049762.html,Rodd &amp; Gunn,Millwater Shorts,True
1147067,/plain-pull-on-shorts-1147067.html,Ben Sherman,Plain Pull-On Shorts,True
1134467,/track-shorts-1134467.html,TEAMM8,Track Shorts,True
1190340,/stretch-twill-shorts-1190340.html,Blazer,Stretch Twill Shorts,True
1185252,/overtone-elastic-linen-shorts-1185252.html,Rusty,Overtone Elastic Linen Shorts,True
1116982,/colour-block-swim-shorts-1116982.html,Staple Superior,Colour-Block Swim Shorts,True
